MARC tag	Field name	Field repeatability	Field note	Subfield delimiter	Subfield name	Subfield repeatability	Subfield note
811	SERIES ADDED ENTRY--MEETING NAME	R	.	6	Linkage	NR	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	7	Control subfield	NR	.
811	SERIES ADDED ENTRY--MEETING NAME	R	.	8	Field link and sequence number	R	.
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	a	Uniform title	NR	.
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	d	Date of treaty signing	R	.
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	f	Date of a work	NR	.
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	g	Miscellaneous information	R	.
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	h	Medium	NR	.
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	k	Form subheading	R	.
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	l	Language of a work	NR	.
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	m	Medium of performance for music	R	.
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	n	Number of part/section of a work	R	.
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	o	Arranged statement for music	NR	.
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	p	Name of part/section of a work	R	.
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	r	Key for music	NR	.
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	s	Version	R	.
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	t	Title of a work	NR	.
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	v	Volume/sequential designation	NR	.
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	w	Bibliographic record control number	R	.
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	x	International Standard Serial Number	NR	.
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	0	Authority record control number or standard number	R	.
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	1	Real World Object URI	R	.
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	3	Materials specified	NR	.
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	5	Institution to which field applies	R	.
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	6	Linkage	NR	.
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	7	Control subfield	NR	.
830	SERIES ADDED ENTRY--UNIFORM TITLE	R	.	8	Field link and sequence number	R	.
840	SERIES ADDED ENTRY--TITLE	R	[OBSOLETE]	a	Title	NR	.
840	SERIES ADDED ENTRY--TITLE	R	[OBSOLETE]	h	Medium	NR	.
840	SERIES ADDED ENTRY--TITLE	R	[OBSOLETE]	v	Volume/sequential designation	NR	.
850	HOLDING INSTITUTION	R	.	a	Holding institution	R	.
850	HOLDING INSTITUTION	R	.	b	Holdings (NR)	NR	[OBSOLETE]
850	HOLDING INSTITUTION	R	.	d	Inclusive dates (NR)	NR	[OBSOLETE]
850	HOLDING INSTITUTION	R	.	e	Retention statement (NR)	NR	[OBSOLETE]
850	HOLDING INSTITUTION	R	.	8	Field link and sequence number	R	.
851	LOCATION	R	[OBSOLETE]	a	Name (custodian or owner)	NR	.
851	LOCATION	R	[OBSOLETE]	b	Institutional division	NR	.
851	LOCATION	R	[OBSOLETE]	c	Street address	NR	.
851	LOCATION	R	[OBSOLETE]	d	Country	NR	.
851	LOCATION	R	[OBSOLETE]	e	Location of units	NR	.
851	LOCATION	R	[OBSOLETE]	f	Item number	NR	.
851	LOCATION	R	[OBSOLETE]	g	Repository location code	NR	.
851	LOCATION	R	[OBSOLETE]	3	Materials specified	NR	.
851	LOCATION	R	[OBSOLETE]	6	Linkage	NR	.
852	LOCATION	R	.	a	Location	NR	.
852	LOCATION	R	.	b	Sublocation or collection	R	.
852	LOCATION	R	.	c	Shelving location	R	.
852	LOCATION	R	.	d	Former shelving location	R	.
852	LOCATION	R	.	e	Address	R	.
852	LOCATION	R	.	f	Coded location qualifier	R	.
852	LOCATION	R	.	g	Non-coded location qualifier	R	.
852	LOCATION	R	.	h	Classification part	NR	.
852	LOCATION	R	.	i	Item part	R	.
852	LOCATION	R	.	j	Shelving control number	NR	.
852	LOCATION	R	.	k	Call number prefix	R	.
852	LOCATION	R	.	l	Shelving form of title	NR	.
852	LOCATION	R	.	m	Call number suffix	R	.
852	LOCATION	R	.	n	Country code	NR	.
852	LOCATION	R	.	p	Piece designation	NR	.
852	LOCATION	R	.	q	Piece physical condition	NR	.
852	LOCATION	R	.	s	Copyright article-fee code	R	.
852	LOCATION	R	.	t	Copy number	NR	.
852	LOCATION	R	.	u	Uniform Resource Identifier 	R	.
852	LOCATION	R	.	x	Nonpublic note	R	.
852	LOCATION	R	.	z	Public note	R	.
852	LOCATION	R	.	2	Source of classification or shelving scheme	NR	.
852	LOCATION	R	.	3	Materials specified	NR	.
852	LOCATION	R	.	6	Linkage	NR	.
852	LOCATION	R	.	8	Sequence number	NR	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	a	Host name	R	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	b	Access number	R	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	c	Compression information	R	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	d	Path	R	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	f	Electronic name	R	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	g	Uniform Resource Name	R	[OBSOLETE]
856	ELECTRONIC LOCATION AND ACCESS	R	.	h	Processor of request	NR	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	i	Instruction	R	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	j	Bits per second	NR	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	k	Password	NR	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	l	Logon	NR	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	m	Contact for access assistance	R	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	n	Name of location of host	NR	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	o	Operating system	NR	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	p	Port	NR	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	q	Electronic format type	NR	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	r	Settings	NR	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	s	File size	R	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	t	Terminal emulation	R	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	u	Uniform Resource Identifier	R	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	v	Hours access method available	R	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	w	Record control number	R	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	x	Nonpublic note	R	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	y	Link text	R	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	z	Public note	R	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	2	Access method	NR	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	3	Materials specified	NR	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	6	Linkage	NR	.
856	ELECTRONIC LOCATION AND ACCESS	R	.	8	Field link and sequence number	R	.
880	ALTERNATE GRAPHIC REPRESENTATION	R	.	6	Linkage	NR	.
880	ALTERNATE GRAPHIC REPRESENTATION	R	.	a-z		.	.
880	ALTERNATE GRAPHIC REPRESENTATION	R	.	0-5		.	.
880	ALTERNATE GRAPHIC REPRESENTATION	R	.	7-9		.	.
882	REPLACEMENT RECORD INFORMATION	NR	.	a	Replacement title	R	.
882	REPLACEMENT RECORD INFORMATION	NR	.	i	Explanatory text	R	.
882	REPLACEMENT RECORD INFORMATION	NR	.	w	Replacement bibliographic record control number	R	.
882	REPLACEMENT RECORD INFORMATION	NR	.	6	Linkage	NR	.
882	REPLACEMENT RECORD INFORMATION	NR	.	8	Field link and sequence number	R	.
883	MACHINE-GENERATED METADATA PROVENANCE	R	.	a	Generation process	NR	.
883	MACHINE-GENERATED METADATA PROVENANCE	R	.	c	Confidence value	NR	.
883	MACHINE-GENERATED METADATA PROVENANCE	R	.	d	Generation date	NR	.
883	MACHINE-GENERATED METADATA PROVENANCE	R	.	q	Generation agency	NR	.
883	MACHINE-GENERATED METADATA PROVENANCE	R	.	x	Validity end date	NR	.
883	MACHINE-GENERATED METADATA PROVENANCE	R	.	u	Uniform Resource Identifier	NR	.
883	MACHINE-GENERATED METADATA PROVENANCE	R	.	w	Bibliographic record control number	R	.
883	MACHINE-GENERATED METADATA PROVENANCE	R	.	0	Authority record control number or standard number	R	.
883	MACHINE-GENERATED METADATA PROVENANCE	R	.	1	Real World Object URI	R	.
883	MACHINE-GENERATED METADATA PROVENANCE	R	.	8	Field link and sequence number	R	.
884	DESCRIPTION CONVERSION INFORMATION	R	.	a	Conversion process	NR	.
884	DESCRIPTION CONVERSION INFORMATION	R	.	g	Conversion date	NR	.
884	DESCRIPTION CONVERSION INFORMATION	R	.	k	Identifier of source metadata	NR	.
884	DESCRIPTION CONVERSION INFORMATION	R	.	q	Conversion agency	NR	.
884	DESCRIPTION CONVERSION INFORMATION	R	.	u	Uniform Resource Identifier	R	.
885	MATCHING INFORMATION	R	.	a	Matching information	NR	.
885	MATCHING INFORMATION	R	.	b	Status of matching and its checking	NR	.
885	MATCHING INFORMATION	R	.	c	Confidence value	NR	.
885	MATCHING INFORMATION	R	.	d	Generation date	NR	.
885	MATCHING INFORMATION	R	.	w	Record control number	R	.
885	MATCHING INFORMATION	R	.	x	Nonpublic note	R	.
885	MATCHING INFORMATION	R	.	z	Public note	R	.
885	MATCHING INFORMATION	R	.	0	Authority record control number or standard number	R	.
885	MATCHING INFORMATION	R	.	1	Real World Object URI	R	.
885	MATCHING INFORMATION	R	.	2	Source	NR	.
885	MATCHING INFORMATION	R	.	5	Institution to which field applies	NR	.
886	FOREIGN MARC INFORMATION FIELD	R	.	a	Tag of the foreign MARC field	NR	.
886	FOREIGN MARC INFORMATION FIELD	R	.	b	Content of the foreign MARC field	NR	.
886	FOREIGN MARC INFORMATION FIELD	R	.	2	Source of data	NR	.
886	FOREIGN MARC INFORMATION FIELD	R	.	a-z		R	.
886	FOREIGN MARC INFORMATION FIELD	R	.	0-9		R	.
887	NON-MARC INFORMATION FIELD	R	.	a	Content of non-MARC field	NR	.
887	NON-MARC INFORMATION FIELD	R	.	2	Source of data	NR	.
