parent element,element,source schema,provisional?,institution,source data element,source data subelement,constraints,processing_type,processing instructions,notes,mapping_id,mapping issue ct,field issue ct,field defined?,done in mta?,tests done?,,,,,
subject_topical,subject_topical,MARC,n,GEN,647,acdg,none,concat_subelements,.,UNC doesn't have this field in our catalog at all yet. It was added to MARC in 2016-11 and probably hasn't been implemented by OCLC yet. We can hold off on including it.,subject_topicalGEN647acdgnone,0,0,n,y,NEEDS TEST,,,,,
subject_topical,subject_topical,MARC,n,GEN,647,x,none,subelement_to_value,.,UNC doesn't have this field in our catalog at all yet. It was added to MARC in 2016-11 and probably hasn't been implemented by OCLC yet. We can hold off on including it.,subject_topicalGEN647xnone,0,0,n,y,NEEDS TEST,,,,,
subject_topical,subject_topical,MARC,n,GEN,648,x,none,subelement_to_value,.,UNC doesn't have any occurrences of this subfield (regardless of term source),subject_topicalGEN648xnone,0,0,n,y,.,,,,,
subject_topical,subject_topical,MARC,n,GEN,650,abcdg,none,concat_subelements,.,.,subject_topicalGEN650abcdgnone,0,0,n,y,.,,,,,
subject_topical,subject_topical,MARC,n,GEN,650,x,none,subelement_to_value,.,.,subject_topicalGEN650xnone,0,0,n,y,.,,,,,
subject_topical,subject_topical,MARC,n,GEN,651,x,none,subelement_to_value,.,.,subject_topicalGEN651xnone,0,0,n,y,.,,,,,
subject_topical,subject_topical,MARC,n,GEN,653,a,i2 = 4,subelement_to_value,.,"This *should* map to subject_chronological, BUT too many sloppy catalog records mis-code this 2nd indicator value",subject_topicalGEN653ai2 = 4,0,0,n,y,.,,,,,
subject_topical,subject_topical,MARC,n,GEN,653,a,i2 =~ /[ 0123]/,subelement_to_value,.,.,subject_topicalGEN653ai2 =~ /[ 0123]/,0,0,n,y,.,,,,,
subject_topical,subject_topical,MARC,n,GEN,656,ax,none,subelement_to_value,.,"UNC only has 4 LCSH occurrences. Check w/other institutions re: current needs here. Can/should be mapped eventually, depending on how use of field evolves",subject_topicalGEN656axnone,0,0,n,y,.,,,,,
subject_topical,subject_topical,MARC,n,GEN,657,ax,none,subelement_to_value,.,.,subject_topicalGEN657axnone,0,0,n,y,.,,,,,
subject_topical,subject_topical,MARC,n,UNC,690,abcdfghjklmnopqrstu,none,concat_subelements,.,.,subject_topicalUNC690abcdfghjklmnopqrstunone,0,0,n,y,.,,,,,
subject_topical,subject_topical,MARC,n,UNC,690,x,none,subelement_to_value,.,.,subject_topicalUNC690xnone,0,0,n,y,.,,,,,
subject_topical,subject_topical,MARC,n,UNC,691,x,none,subelement_to_value,.,.,subject_topicalUNC691xnone,0,0,n,y,.,,,,,
subject_topical,subject_topical,MARC,n,UNC,695,x,none,subelement_to_value,.,.,subject_topicalUNC695xnone,0,0,n,y,.,,,,,
subject_topical,subject_topical,MARC,n,UNC,698,x,none,subelement_to_value,.,.,subject_topicalUNC698xnone,0,0,n,y,.,,,,,
this_work,this_work[author],MARC,n,GEN,100,abcd(g)jqu,100$t present OR 240 field present OR 245 field present,concat_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,this_work[author]GEN100abcd(g)jqu100$t present OR 240 field present OR 245 field present,0,0,n,n,y,,,,,
this_work,this_work[author],MARC,n,GEN,110,abc(d)(g)(n)u,110$t present OR 240 field present OR 245 field present,concat_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,this_work[author]GEN110abc(d)(g)(n)u110$t present OR 240 field present OR 245 field present,0,0,n,n,y,,,,,
this_work,this_work[author],MARC,n,GEN,111,ac(d)e(g)(n)qu,111$t present OR 240 field present OR 245 field present,concat_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,this_work[author]GEN111ac(d)e(g)(n)qu111$t present OR 240 field present OR 245 field present,0,0,n,n,y,,,,,
this_work,this_work[display],MARC,n,GEN,245,{na},130 not present AND 240 not present,constant,=false,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,this_work[display]GEN245{na}130 not present AND 240 not present,0,0,n,n,y,,,,,
this_work,this_work[title],MARC,n,GEN,100,f(g)hklnpt,$t present,array_from_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,this_work[title]GEN100f(g)hklnpt$t present,0,0,n,n,y,,,,,
this_work,this_work[title],MARC,n,GEN,110,(d)f(g)kl(n)pt,$t present,array_from_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,this_work[title]GEN110(d)f(g)kl(n)pt$t present,0,0,n,n,y,,,,,
this_work,this_work[title],MARC,n,GEN,111,(d)f(g)kl(n)pt,$t present,array_from_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,this_work[title]GEN111(d)f(g)kl(n)pt$t present,0,0,n,n,y,,,,,
this_work,this_work[title],MARC,n,GEN,130,adfghklmnoprs,!1([01][01])AND 130 AND 130 i1=~/[0 ]/,array_from_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,this_work[title]GEN130adfghklmnoprs!1([01][01])AND 130 AND 130 i1=~/[0 ]/,0,0,n,n,y,,,,,
this_work,this_work[title],MARC,n,GEN,130,(a)dfghklmnoprs,!1([01][01])AND 130 AND 130 i1=~/[1-9]/,array_from_subelements,Strip non-filing characters; Capitalize 1st remaining character; See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,this_work[title]GEN130(a)dfghklmnoprs!1([01][01])AND 130 AND 130 i1=~/[1-9]/,0,0,n,n,y,,,,,
this_work,this_work[title],MARC,n,GEN,240,adfghklmnoprs,1([01][01]) AND !1([01][01])$t AND 240 AND i2=~/[0 ]/,array_from_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,this_work[title]GEN240adfghklmnoprs1([01][01]) AND !1([01][01])$t AND 240 AND i2=~/[0 ]/,0,0,n,n,y,,,,,
this_work,this_work[title],MARC,n,GEN,240,(a)dfghklmnoprs,1([01][01]) AND !1([01][01])$t AND 240 AND i2=~/[1-9]/,array_from_subelements,Strip non-filing characters; Capitalize 1st remaining character; See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,this_work[title]GEN240(a)dfghklmnoprs1([01][01]) AND !1([01][01])$t AND 240 AND i2=~/[1-9]/,0,0,n,n,y,,,,,
this_work,this_work[title],MARC,n,GEN,245,afgknp,130 not present AND 240 not present,array_from_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,this_work[title]GEN245afgknp130 not present AND 240 not present,0,0,n,n,y,,,,,
this_work,this_work[title_nonfiling],MARC,n,GEN,130,adfghklmnoprs,!1([01][01])AND 130 AND 130 i1=~/[1-9]/,concat_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,this_work[title_nonfiling]GEN130adfghklmnoprs!1([01][01])AND 130 AND 130 i1=~/[1-9]/,0,0,n,n,y,,,,,
this_work,this_work[title_nonfiling],MARC,n,GEN,240,adfghklmnoprs,1([01][01]) AND !1([01][01])$t AND 240 AND i2=~/[1-9]/,concat_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,this_work[title_nonfiling]GEN240adfghklmnoprs1([01][01]) AND !1([01][01])$t AND 240 AND i2=~/[1-9]/,0,0,n,n,y,,,,,
this_work,this_work[title_nonfiling],MARC,n,GEN,245,afgknp,130 not present AND 240 not present AND i2=~/[1-9]/,array_from_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,this_work[title_nonfiling]GEN245afgknp130 not present AND 240 not present AND i2=~/[1-9]/,0,0,n,n,y,,,,,
this_work,this_work[title_variation],MARC,n,GEN,130,t,!1([01][01])AND 130 AND 130$t,subelement_to_value,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,this_work[title_variation]GEN130t!1([01][01])AND 130 AND 130$t,0,0,n,n,y,,,,,
this_work,this_work[type],MARC,n,GEN,100,{na},$t present,constant, = this,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,this_work[type]GEN100{na}$t present,0,0,n,n,y,,,,,
this_work,this_work[type],MARC,n,GEN,110,{na},$t present,constant, = this,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,this_work[type]GEN110{na}$t present,0,0,n,n,y,,,,,
this_work,this_work[type],MARC,n,GEN,111,{na},$t present,constant, = this,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,this_work[type]GEN111{na}$t present,0,0,n,n,y,,,,,
this_work,this_work[type],MARC,n,GEN,130,{na},none,constant, = this,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,this_work[type]GEN130{na}none,0,0,n,n,y,,,,,
this_work,this_work[type],MARC,n,GEN,240,{na},none,constant, = this,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/this_work.adoc,this_work[type]GEN240{na}none,0,0,n,n,y,,,,,
title_main,title_main[value],MARC,n,GEN,245,abfgknps,none,concat_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/other_argot_fields.adoc#code-title_main-code,title_main[value]GEN245abfgknpsnone,0,0,n,n,y,,,,,
title_sort,title_sort,MARC,n,GEN,245,abfgknps,none,concat_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/other_argot_fields.adoc#code-title_sort-code,title_sortGEN245abfgknpsnone,0,0,n,n,y,,,,,
title_variant,title_variant[display],MARC,n,GEN,210,{na},none,constant, = false,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,title_variant[display]GEN210{na}none,0,0,n,n,n,,,,,
title_variant,title_variant[display],MARC,n,GEN,222,{na},none,constant, = false,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,title_variant[display]GEN222{na}none,0,0,n,n,n,,,,,
title_variant,title_variant[display],MARC,n,GEN,246,{na},i2=~/[01]/ OR i1=~/[ 23]/,constant, = false,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,title_variant[display]GEN246{na}i2=~/[01]/ OR i1=~/[ 23]/,0,0,n,n,n,,,,,
title_variant,title_variant[display],MARC,n,GEN,247,{na},i2=1,constant, = false,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,title_variant[display]GEN247{na}i2=1,0,0,n,n,n,,,,,
title_variant,title_variant[indexed_value],MARC,n,GEN,246,abnp,"[display]!='false' and subfield f, g, or h present",concat_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,"title_variant[indexed_value]GEN246abnp[display]!='false' and subfield f, g, or h present",0,0,n,n,n,,,,,
title_variant,title_variant[indexed_value],MARC,n,GEN,247,abnp,[display]!='false' and subfield g or h present,concat_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,title_variant[indexed_value]GEN247abnp[display]!='false' and subfield g or h present,0,0,n,n,n,,,,,
title_variant,title_variant[issn],MARC,n,GEN,247,x,none,concat_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,title_variant[issn]GEN247xnone,0,0,n,n,n,,,,,
title_variant,title_variant[label],MARC,n,GEN,246,i,[display]!='false' AND i2!=~/[ 3]/ AND i,see documentation,"[label]=""#{map indicator value} #{$i value}:""",https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,title_variant[label]GEN246i[display]!='false' AND i2!=~/[ 3]/ AND i,0,0,n,n,n,,,,,
title_variant,title_variant[label],MARC,n,GEN,246,{na},[display]!='false' AND i2!=~/[ 3]/ AND !i,map indicator value,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,title_variant[label]GEN246{na}[display]!='false' AND i2!=~/[ 3]/ AND !i,0,0,n,n,n,,,,,
title_variant,title_variant[label],MARC,n,GEN,247,{na},[display]='false',DO NOT SET,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,title_variant[label]GEN247{na}[display]='false',0,0,n,n,n,,,,,
title_variant,title_variant[label],MARC,n,GEN,247,f,[display]!='false',concat_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,title_variant[label]GEN247f[display]!='false',0,0,n,n,n,,,,,
title_variant,title_variant[type],MARC,n,GEN,210,{na},none,constant, = abbrev,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,title_variant[type]GEN210{na}none,0,0,n,n,n,,,,,
title_variant,title_variant[type],MARC,n,GEN,222,{na},none,constant, = key,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,title_variant[type]GEN222{na}none,0,0,n,n,n,,,,,
title_variant,title_variant[type],MARC,n,GEN,246,{na},none,DO NOT SET,"post-Argot processing understands default to be ""variant""",https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,title_variant[type]GEN246{na}none,0,0,n,n,n,,,,,
title_variant,title_variant[type],MARC,n,GEN,247,{na},none,constant, = former,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,title_variant[type]GEN247{na}none,0,0,n,n,n,,,,,
title_variant,title_variant[value],MARC,n,GEN,210,a,none,concat_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,title_variant[value]GEN210anone,0,0,n,n,n,,,,,
title_variant,title_variant[value],MARC,n,GEN,222,ab,none,concat_subelements,Respect non-filing indicators; See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,title_variant[value]GEN222abnone,0,0,n,n,n,,,,,
title_variant,title_variant[value],MARC,n,GEN,246,abfghnp,[display]!='false',concat_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,title_variant[value]GEN246abfghnp[display]!='false',0,0,n,n,n,,,,,
title_variant,title_variant[value],MARC,n,GEN,246,abnp,i2=~/[01]/ OR i1=~/[ 23]/,concat_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,title_variant[value]GEN246abnpi2=~/[01]/ OR i1=~/[ 23]/,0,0,n,n,n,,,,,
title_variant,title_variant[value],MARC,n,GEN,247,abghnp,[display]!='false',concat_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,title_variant[value]GEN247abghnp[display]!='false',0,0,n,n,n,,,,,
title_variant,title_variant[value],MARC,n,GEN,247,abnp,[display]='false',concat_subelements,See linked documentation,https://github.com/trln/data-documentation/blob/master/argot/spec_docs/_pattern_title_variant.adoc,title_variant[value]GEN247abnp[display]='false',0,0,n,n,n,,,,,
upc,upc[qual],MARC,n,GEN,024,q,i1=1,concat_subelements,remove parentheses from around data,Follow instructions for 024 in https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,upc[qual]GEN24qi1=1,0,0,n,y,y,,,,,
upc,upc[qual],MARC,n,GEN,024,az,i1=1 and $a or $z data includes parenthetical qualifying info,subelement_to_value,"strip out the actual UPC, remove parentheses from around qualifying data",Follow instructions for 024 in https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,upc[qual]GEN24azi1=1 and $a or $z data includes parenthetical qualifying info,0,0,n,y,y,,,,,
upc,upc[type],MARC,n,GEN,024,{na},[value] from $z,constant, = UPC (canceled or invalid),Follow instructions for 024 in https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,upc[type]GEN24{na}[value] from $z,0,0,n,y,y,,,,,
upc,upc[type],MARC,n,GEN,024,{na},[value] from $a,constant, = UPC,Follow instructions for 024 in https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,upc[type]GEN24{na}[value] from $a,0,0,n,y,y,,,,,
upc,upc[value],MARC,n,GEN,024,adz,i1=1,subelement_to_value,remove parenthetical qualifier,Follow instructions for 024 in https://github.com/trln/data-documentation/blob/master/argot/spec_docs/misc_id.adoc,upc[value]GEN24adzi1=1,0,0,n,y,y,,,,,
url,url[href],MARC,n,UNC,856,u,none,subelement_to_value,only first $u in field will be processed,x,url[href]UNC856unone,0,0,n,,,,,,,
url,url[restricted],MARC,n,UNC,856,{na},$u does not meet criteria to be coded as restricted (see other mappings),constant, = false,x,url[restricted]UNC856{na}$u does not meet criteria to be coded as restricted (see other mappings),0,0,n,,,,,,,
url,url[restricted],MARC,n,UNC,856,{na},$u.include?('libproxy.lib.unc'),DO NOT SET,x,defaults to true,url[restricted]UNC856{na}$u.include?('libproxy.lib.unc'),0,0,n,,,,,,,
